"Year","Month","GEO","Value","Type"
2004," Oct","Saskatchewan"," 64%","Hotel Occupancy Rate"
2004," Oct","Newfoundland"," 63.6%","Hotel Occupancy Rate"
2004," Nov","Canada"," 58%","Hotel Occupancy Rate"
2004," Nov","British Columbia"," 49.3%","Hotel Occupancy Rate"
2004," Nov","Manitoba"," 62.6%","Hotel Occupancy Rate"
2004," Nov","New Brunswick"," 56.4%","Hotel Occupancy Rate"
2004," Nov","Nova Scotia"," 60.1%","Hotel Occupancy Rate"
2004," Nov","Ontario"," 60.6%","Hotel Occupancy Rate"
2004," Nov","Quebec"," 59%","Hotel Occupancy Rate"
2004," Nov","Saskatchewan"," 65.3%","Hotel Occupancy Rate"
2004," Nov","Newfoundland"," 61.2%","Hotel Occupancy Rate"
2004," Dec","Canada"," 45%","Hotel Occupancy Rate"
2004," Dec","British Columbia"," 46.6%","Hotel Occupancy Rate"
2004," Dec","Manitoba"," 47.3%","Hotel Occupancy Rate"
2004," Dec","New Brunswick"," 37.1%","Hotel Occupancy Rate"
2004," Dec","Nova Scotia"," 39.8%","Hotel Occupancy Rate"
2004," Dec","Ontario"," 43.5%","Hotel Occupancy Rate"
2004," Dec","Quebec"," 46.1%","Hotel Occupancy Rate"
2004," Dec","Saskatchewan"," 43.7%","Hotel Occupancy Rate"
2004," Dec","Newfoundland"," 39%","Hotel Occupancy Rate"
2005," Jan","Canada"," 46.7%","Hotel Occupancy Rate"
2005," Jan","British Columbia"," 45.1%","Hotel Occupancy Rate"
2005," Jan","Manitoba"," 48%","Hotel Occupancy Rate"
2005," Jan","New Brunswick"," 39.7%","Hotel Occupancy Rate"
2005," Jan","Nova Scotia"," 41.9%","Hotel Occupancy Rate"
2005," Jan","Ontario"," 47.2%","Hotel Occupancy Rate"
2005," Jan","Quebec"," 46.2%","Hotel Occupancy Rate"
2005," Jan","Saskatchewan"," 50.8%","Hotel Occupancy Rate"
2005," Jan","Newfoundland"," 39.3%","Hotel Occupancy Rate"
2005," Feb","Canada"," 57.6%","Hotel Occupancy Rate"
2005," Feb","British Columbia"," 56.9%","Hotel Occupancy Rate"
2005," Feb","Manitoba"," 58.8%","Hotel Occupancy Rate"
2005," Feb","New Brunswick"," 50.2%","Hotel Occupancy Rate"
2005," Feb","Nova Scotia"," 53.1%","Hotel Occupancy Rate"
2005," Feb","Ontario"," 56.5%","Hotel Occupancy Rate"
2005," Feb","Quebec"," 58.4%","Hotel Occupancy Rate"
2005," Feb","Saskatchewan"," 56.8%","Hotel Occupancy Rate"
2005," Feb","Newfoundland"," 58.5%","Hotel Occupancy Rate"
2005," Mar","Canada"," 57.8%","Hotel Occupancy Rate"
2005," Mar","British Columbia"," 61%","Hotel Occupancy Rate"
2005," Mar","Manitoba"," 59.6%","Hotel Occupancy Rate"
2005," Mar","New Brunswick"," 54.8%","Hotel Occupancy Rate"
2005," Mar","Nova Scotia"," 55.9%","Hotel Occupancy Rate"
2005," Mar","Ontario"," 54.1%","Hotel Occupancy Rate"
2005," Mar","Quebec"," 54.6%","Hotel Occupancy Rate"
2005," Mar","Saskatchewan"," 60.6%","Hotel Occupancy Rate"
2005," Mar","Newfoundland"," 57%","Hotel Occupancy Rate"
2005," Apr","Canada"," 61.6%","Hotel Occupancy Rate"
2005," Apr","British Columbia"," 63.4%","Hotel Occupancy Rate"
2005," Apr","Manitoba"," 61.6%","Hotel Occupancy Rate"
2005," Apr","New Brunswick"," 55.3%","Hotel Occupancy Rate"
2005," Apr","Nova Scotia"," 61.5%","Hotel Occupancy Rate"
2005," Apr","Ontario"," 60.6%","Hotel Occupancy Rate"
2005," Apr","Quebec"," 61.5%","Hotel Occupancy Rate"
2005," Apr","Saskatchewan"," 64.6%","Hotel Occupancy Rate"
2005," Apr","Newfoundland"," 59.8%","Hotel Occupancy Rate"
2005," May","Canada"," 64.2%","Hotel Occupancy Rate"
2005," May","British Columbia"," 67.7%","Hotel Occupancy Rate"
2005," May","Manitoba"," 57.9%","Hotel Occupancy Rate"
2005," May","New Brunswick"," 57.4%","Hotel Occupancy Rate"
2005," May","Nova Scotia"," 69.1%","Hotel Occupancy Rate"
2005," May","Ontario"," 62.7%","Hotel Occupancy Rate"
2005," May","Quebec"," 63.8%","Hotel Occupancy Rate"
2005," May","Saskatchewan"," 65.8%","Hotel Occupancy Rate"
2005," May","Newfoundland"," 64.7%","Hotel Occupancy Rate"
2005," Jun","Canada"," 71.9%","Hotel Occupancy Rate"
2005," Jun","British Columbia"," 72.6%","Hotel Occupancy Rate"
2005," Jun","Manitoba"," 65.5%","Hotel Occupancy Rate"
2005," Jun","New Brunswick"," 63.2%","Hotel Occupancy Rate"
2005," Jun","Nova Scotia"," 73.9%","Hotel Occupancy Rate"
2005," Jun","Ontario"," 71.4%","Hotel Occupancy Rate"
2005," Jun","Quebec"," 72.9%","Hotel Occupancy Rate"
2005," Jun","Saskatchewan"," 68.7%","Hotel Occupancy Rate"
2005," Jun","Newfoundland"," 79.4%","Hotel Occupancy Rate"
2005," Jul","Canada"," 75%","Hotel Occupancy Rate"
2005," Jul","British Columbia"," 78.1%","Hotel Occupancy Rate"
2005," Jul","Manitoba"," 66.2%","Hotel Occupancy Rate"
2005," Jul","New Brunswick"," 75.4%","Hotel Occupancy Rate"
2005," Jul","Nova Scotia"," 78%","Hotel Occupancy Rate"
2005," Jul","Ontario"," 71.3%","Hotel Occupancy Rate"
2005," Jul","Quebec"," 78.7%","Hotel Occupancy Rate"
2005," Jul","Saskatchewan"," 65.6%","Hotel Occupancy Rate"
2005," Jul","Newfoundland"," 80.3%","Hotel Occupancy Rate"
2005," Aug","Canada"," 75.2%","Hotel Occupancy Rate"
2005," Aug","British Columbia"," 80.6%","Hotel Occupancy Rate"
2005," Aug","Manitoba"," 62.2%","Hotel Occupancy Rate"
2005," Aug","New Brunswick"," 74.7%","Hotel Occupancy Rate"
2005," Aug","Nova Scotia"," 82%","Hotel Occupancy Rate"
2005," Aug","Ontario"," 72%","Hotel Occupancy Rate"
2005," Aug","Quebec"," 78.2%","Hotel Occupancy Rate"
2005," Aug","Saskatchewan"," 71%","Hotel Occupancy Rate"
2005," Aug","Newfoundland"," 71.6%","Hotel Occupancy Rate"
2005," Sep","Canada"," 74.9%","Hotel Occupancy Rate"
2005," Sep","British Columbia"," 76.2%","Hotel Occupancy Rate"
2005," Sep","Manitoba"," 62.4%","Hotel Occupancy Rate"
2005," Sep","New Brunswick"," 66.5%","Hotel Occupancy Rate"
2005," Sep","Nova Scotia"," 82.1%","Hotel Occupancy Rate"
2005," Sep","Ontario"," 75.4%","Hotel Occupancy Rate"
2005," Sep","Quebec"," 76.3%","Hotel Occupancy Rate"
2005," Sep","Saskatchewan"," 66%","Hotel Occupancy Rate"
2005," Sep","Newfoundland"," 65.6%","Hotel Occupancy Rate"
2005," Oct","Canada"," 66.5%","Hotel Occupancy Rate"
2005," Oct","British Columbia"," 60.7%","Hotel Occupancy Rate"
2005," Oct","Manitoba"," 65.7%","Hotel Occupancy Rate"
2005," Oct","New Brunswick"," 58.3%","Hotel Occupancy Rate"
2005," Oct","Nova Scotia"," 74%","Hotel Occupancy Rate"
2005," Oct","Ontario"," 67.3%","Hotel Occupancy Rate"
2005," Oct","Quebec"," 71.5%","Hotel Occupancy Rate"
2005," Oct","Saskatchewan"," 70%","Hotel Occupancy Rate"
2005," Oct","Newfoundland"," 64%","Hotel Occupancy Rate"
2005," Nov","Canada"," 61.1%","Hotel Occupancy Rate"
2005," Nov","British Columbia"," 55.4%","Hotel Occupancy Rate"
2005," Nov","Manitoba"," 60.5%","Hotel Occupancy Rate"
2005," Nov","New Brunswick"," 55.8%","Hotel Occupancy Rate"
2005," Nov","Nova Scotia"," 61.9%","Hotel Occupancy Rate"
2005," Nov","Ontario"," 62%","Hotel Occupancy Rate"
2005," Nov","Quebec"," 60.4%","Hotel Occupancy Rate"
2005," Nov","Saskatchewan"," 71.7%","Hotel Occupancy Rate"
2005," Nov","Newfoundland"," 54.4%","Hotel Occupancy Rate"
2005," Dec","Canada"," 47.2%","Hotel Occupancy Rate"
2005," Dec","British Columbia"," 49.4%","Hotel Occupancy Rate"
2005," Dec","Manitoba"," 46.8%","Hotel Occupancy Rate"
2005," Dec","New Brunswick"," 37.3%","Hotel Occupancy Rate"
2005," Dec","Nova Scotia"," 46%","Hotel Occupancy Rate"
2005," Dec","Ontario"," 45.4%","Hotel Occupancy Rate"
2005," Dec","Quebec"," 49%","Hotel Occupancy Rate"
2005," Dec","Saskatchewan"," 49.5%","Hotel Occupancy Rate"
2005," Dec","Newfoundland"," 35.6%","Hotel Occupancy Rate"
2006," Jan","Canada"," 49%","Hotel Occupancy Rate"
2006," Jan","British Columbia"," 52.9%","Hotel Occupancy Rate"
2006," Jan","Manitoba"," 48.8%","Hotel Occupancy Rate"
2006," Jan","New Brunswick"," 40.8%","Hotel Occupancy Rate"
2006," Jan","Nova Scotia"," 42.6%","Hotel Occupancy Rate"
2006," Jan","Ontario"," 49.3%","Hotel Occupancy Rate"
2006," Jan","Quebec"," 46%","Hotel Occupancy Rate"
2006," Jan","Saskatchewan"," 56.2%","Hotel Occupancy Rate"
2006," Jan","Newfoundland"," 38.6%","Hotel Occupancy Rate"
2006," Feb","Canada"," 59.4%","Hotel Occupancy Rate"
2006," Feb","British Columbia"," 60.9%","Hotel Occupancy Rate"
2006," Feb","Manitoba"," 60.5%","Hotel Occupancy Rate"
2006," Feb","New Brunswick"," 51.6%","Hotel Occupancy Rate"
2006," Feb","Nova Scotia"," 52.2%","Hotel Occupancy Rate"
2006," Feb","Ontario"," 58.4%","Hotel Occupancy Rate"
2006," Feb","Quebec"," 58.7%","Hotel Occupancy Rate"
2006," Feb","Saskatchewan"," 63.5%","Hotel Occupancy Rate"
2006," Feb","Newfoundland"," 47.7%","Hotel Occupancy Rate"
2006," Mar","Canada"," 61.8%","Hotel Occupancy Rate"
2006," Mar","British Columbia"," 69.3%","Hotel Occupancy Rate"
2006," Mar","Manitoba"," 62.6%","Hotel Occupancy Rate"
2006," Mar","New Brunswick"," 57.4%","Hotel Occupancy Rate"
2006," Mar","Nova Scotia"," 61.1%","Hotel Occupancy Rate"
2006," Mar","Ontario"," 57.8%","Hotel Occupancy Rate"
2006," Mar","Quebec"," 56.8%","Hotel Occupancy Rate"
2006," Mar","Saskatchewan"," 70.5%","Hotel Occupancy Rate"
2006," Mar","Newfoundland"," 49.8%","Hotel Occupancy Rate"
2006," Apr","Canada"," 60.9%","Hotel Occupancy Rate"
2006," Apr","British Columbia"," 66.9%","Hotel Occupancy Rate"
2006," Apr","Manitoba"," 58%","Hotel Occupancy Rate"
2006," Apr","New Brunswick"," 53.2%","Hotel Occupancy Rate"
2006," Apr","Nova Scotia"," 57.4%","Hotel Occupancy Rate"
2006," Apr","Ontario"," 59.4%","Hotel Occupancy Rate"
2006," Apr","Quebec"," 58.1%","Hotel Occupancy Rate"
2006," Apr","Saskatchewan"," 63.5%","Hotel Occupancy Rate"
2006," Apr","Newfoundland"," 49.5%","Hotel Occupancy Rate"
2006," May","Canada"," 69.4%","Hotel Occupancy Rate"
2006," May","British Columbia"," 71.8%","Hotel Occupancy Rate"
2006," May","Manitoba"," 64.9%","Hotel Occupancy Rate"
2006," May","New Brunswick"," 62.9%","Hotel Occupancy Rate"
2006," May","Nova Scotia"," 67.8%","Hotel Occupancy Rate"
2006," May","Ontario"," 68.2%","Hotel Occupancy Rate"
2006," May","Quebec"," 72.6%","Hotel Occupancy Rate"
2006," May","Saskatchewan"," 65.4%","Hotel Occupancy Rate"
2006," May","Newfoundland"," 60.7%","Hotel Occupancy Rate"
2006," Jun","Canada"," 72.7%","Hotel Occupancy Rate"
2006," Jun","British Columbia"," 76.7%","Hotel Occupancy Rate"
2006," Jun","Manitoba"," 67.5%","Hotel Occupancy Rate"
2006," Jun","New Brunswick"," 64.6%","Hotel Occupancy Rate"
2006," Jun","Nova Scotia"," 73.8%","Hotel Occupancy Rate"
2006," Jun","Ontario"," 70%","Hotel Occupancy Rate"
2006," Jun","Quebec"," 74.2%","Hotel Occupancy Rate"
2006," Jun","Saskatchewan"," 71.7%","Hotel Occupancy Rate"
2006," Jun","Newfoundland"," 74%","Hotel Occupancy Rate"
2006," Jul","Canada"," 72.8%","Hotel Occupancy Rate"
2006," Jul","British Columbia"," 80.4%","Hotel Occupancy Rate"
2006," Jul","Manitoba"," 61.7%","Hotel Occupancy Rate"
2006," Jul","New Brunswick"," 72.1%","Hotel Occupancy Rate"
2006," Jul","Nova Scotia"," 75.4%","Hotel Occupancy Rate"
2006," Jul","Ontario"," 67.6%","Hotel Occupancy Rate"
2006," Jul","Quebec"," 73.5%","Hotel Occupancy Rate"
2006," Jul","Saskatchewan"," 64.9%","Hotel Occupancy Rate"
2006," Jul","Newfoundland"," 77.5%","Hotel Occupancy Rate"
2006," Aug","Canada"," 77.3%","Hotel Occupancy Rate"
2006," Aug","British Columbia"," 82.3%","Hotel Occupancy Rate"
2006," Aug","Manitoba"," 68.5%","Hotel Occupancy Rate"
2006," Aug","New Brunswick"," 79.3%","Hotel Occupancy Rate"
2006," Aug","Nova Scotia"," 82.2%","Hotel Occupancy Rate"
2006," Aug","Ontario"," 74.4%","Hotel Occupancy Rate"
2006," Aug","Quebec"," 78.6%","Hotel Occupancy Rate"
2006," Aug","Saskatchewan"," 67.5%","Hotel Occupancy Rate"
2006," Aug","Newfoundland"," 82.7%","Hotel Occupancy Rate"
2006," Sep","Canada"," 76.2%","Hotel Occupancy Rate"
2006," Sep","British Columbia"," 76.2%","Hotel Occupancy Rate"
2006," Sep","Manitoba"," 71.5%","Hotel Occupancy Rate"
2006," Sep","New Brunswick"," 70.1%","Hotel Occupancy Rate"
2006," Sep","Nova Scotia"," 84.4%","Hotel Occupancy Rate"
2006," Sep","Ontario"," 75.8%","Hotel Occupancy Rate"
2006," Sep","Quebec"," 76.2%","Hotel Occupancy Rate"
2006," Sep","Saskatchewan"," 72.3%","Hotel Occupancy Rate"
2006," Sep","Newfoundland"," 71.3%","Hotel Occupancy Rate"
2006," Oct","Canada"," 67.6%","Hotel Occupancy Rate"
2006," Oct","British Columbia"," 64%","Hotel Occupancy Rate"
2006," Oct","Manitoba"," 69.1%","Hotel Occupancy Rate"
2006," Oct","New Brunswick"," 60.9%","Hotel Occupancy Rate"
2006," Oct","Nova Scotia"," 70.4%","Hotel Occupancy Rate"
2006," Oct","Ontario"," 67.7%","Hotel Occupancy Rate"
2006," Oct","Quebec"," 69.4%","Hotel Occupancy Rate"
2006," Oct","Saskatchewan"," 72.1%","Hotel Occupancy Rate"
2006," Oct","Newfoundland"," 63.8%","Hotel Occupancy Rate"
2006," Nov","Canada"," 61.9%","Hotel Occupancy Rate"
2006," Nov","British Columbia"," 55%","Hotel Occupancy Rate"
2006," Nov","Manitoba"," 70.3%","Hotel Occupancy Rate"
2006," Nov","New Brunswick"," 60.1%","Hotel Occupancy Rate"
2006," Nov","Nova Scotia"," 61.8%","Hotel Occupancy Rate"
2006," Nov","Ontario"," 62%","Hotel Occupancy Rate"
2006," Nov","Quebec"," 61%","Hotel Occupancy Rate"
2006," Nov","Saskatchewan"," 72.4%","Hotel Occupancy Rate"
2006," Nov","Newfoundland"," 56.2%","Hotel Occupancy Rate"
2006," Dec","Canada"," 47.7%","Hotel Occupancy Rate"
2006," Dec","British Columbia"," 49.2%","Hotel Occupancy Rate"
2006," Dec","Manitoba"," 50.6%","Hotel Occupancy Rate"
2006," Dec","New Brunswick"," 41.5%","Hotel Occupancy Rate"
2006," Dec","Nova Scotia"," 40.7%","Hotel Occupancy Rate"
2006," Dec","Ontario"," 45.2%","Hotel Occupancy Rate"
2006," Dec","Quebec"," 47.7%","Hotel Occupancy Rate"
2006," Dec","Saskatchewan"," 51.4%","Hotel Occupancy Rate"
2006," Dec","Newfoundland"," 37.6%","Hotel Occupancy Rate"
2007," Jan","Canada"," 49.7%","Hotel Occupancy Rate"
2007," Jan","British Columbia"," 50.6%","Hotel Occupancy Rate"
2007," Jan","Manitoba"," 51.9%","Hotel Occupancy Rate"
2007," Jan","New Brunswick"," 42.3%","Hotel Occupancy Rate"
2007," Jan","Nova Scotia"," 45%","Hotel Occupancy Rate"
2007," Jan","Ontario"," 48.2%","Hotel Occupancy Rate"
2007," Jan","Quebec"," 44.7%","Hotel Occupancy Rate"
2007," Jan","Saskatchewan"," 58.5%","Hotel Occupancy Rate"
2007," Jan","Newfoundland"," 40.6%","Hotel Occupancy Rate"
2007," Feb","Canada"," 59.8%","Hotel Occupancy Rate"
2007," Feb","British Columbia"," 60.4%","Hotel Occupancy Rate"
2007," Feb","Manitoba"," 63.4%","Hotel Occupancy Rate"
2007," Feb","New Brunswick"," 55.1%","Hotel Occupancy Rate"
2007," Feb","Nova Scotia"," 55%","Hotel Occupancy Rate"
2007," Feb","Ontario"," 56.6%","Hotel Occupancy Rate"
2007," Feb","Quebec"," 58.6%","Hotel Occupancy Rate"
2007," Feb","Saskatchewan"," 65.8%","Hotel Occupancy Rate"
2007," Feb","Newfoundland"," 49.7%","Hotel Occupancy Rate"
2007," Mar","Canada"," 62.8%","Hotel Occupancy Rate"
2007," Mar","British Columbia"," 66.4%","Hotel Occupancy Rate"
2007," Mar","Manitoba"," 67.9%","Hotel Occupancy Rate"
2007," Mar","New Brunswick"," 52.2%","Hotel Occupancy Rate"
2007," Mar","Nova Scotia"," 54.2%","Hotel Occupancy Rate"
2007," Mar","Ontario"," 54.4%","Hotel Occupancy Rate"
2007," Mar","Quebec"," 53.5%","Hotel Occupancy Rate"
2007," Mar","Saskatchewan"," 70.7%","Hotel Occupancy Rate"
2007," Mar","Newfoundland"," 47.5%","Hotel Occupancy Rate"
2007," Apr","Canada"," 60.1%","Hotel Occupancy Rate"
2007," Apr","British Columbia"," 64.4%","Hotel Occupancy Rate"
2007," Apr","Manitoba"," 61.6%","Hotel Occupancy Rate"
2007," Apr","New Brunswick"," 55.9%","Hotel Occupancy Rate"
2007," Apr","Nova Scotia"," 60.3%","Hotel Occupancy Rate"
2007," Apr","Ontario"," 56.6%","Hotel Occupancy Rate"
2007," Apr","Quebec"," 57.3%","Hotel Occupancy Rate"
2007," Apr","Saskatchewan"," 67.3%","Hotel Occupancy Rate"
2007," Apr","Newfoundland"," 56.3%","Hotel Occupancy Rate"
2007," May","Canada"," 68.4%","Hotel Occupancy Rate"
2007," May","British Columbia"," 72.2%","Hotel Occupancy Rate"
2007," May","Manitoba"," 69.4%","Hotel Occupancy Rate"
2007," May","New Brunswick"," 63.3%","Hotel Occupancy Rate"
2007," May","Nova Scotia"," 67.6%","Hotel Occupancy Rate"
2007," May","Ontario"," 65%","Hotel Occupancy Rate"
2007," May","Quebec"," 68.9%","Hotel Occupancy Rate"
2007," May","Saskatchewan"," 77.2%","Hotel Occupancy Rate"
2007," May","Newfoundland"," 67.7%","Hotel Occupancy Rate"
2007," Jun","Canada"," 73.5%","Hotel Occupancy Rate"
2007," Jun","British Columbia"," 75.7%","Hotel Occupancy Rate"
2007," Jun","Manitoba"," 74.5%","Hotel Occupancy Rate"
2007," Jun","New Brunswick"," 68.5%","Hotel Occupancy Rate"
2007," Jun","Nova Scotia"," 74.7%","Hotel Occupancy Rate"
2007," Jun","Ontario"," 71.3%","Hotel Occupancy Rate"
2007," Jun","Quebec"," 72.5%","Hotel Occupancy Rate"
2007," Jun","Saskatchewan"," 77.4%","Hotel Occupancy Rate"
2007," Jun","Newfoundland"," 75.8%","Hotel Occupancy Rate"
2007," Jul","Canada"," 73.3%","Hotel Occupancy Rate"
2007," Jul","British Columbia"," 79.8%","Hotel Occupancy Rate"
2007," Jul","Manitoba"," 64.3%","Hotel Occupancy Rate"
2007," Jul","New Brunswick"," 76.4%","Hotel Occupancy Rate"
2007," Jul","Nova Scotia"," 79.6%","Hotel Occupancy Rate"
2007," Jul","Ontario"," 68.2%","Hotel Occupancy Rate"
2007," Jul","Quebec"," 73%","Hotel Occupancy Rate"
2007," Jul","Saskatchewan"," 72.6%","Hotel Occupancy Rate"
2007," Jul","Newfoundland"," 79.9%","Hotel Occupancy Rate"
2007," Aug","Canada"," 77.2%","Hotel Occupancy Rate"
2007," Aug","British Columbia"," 83%","Hotel Occupancy Rate"
2007," Aug","Manitoba"," 68.7%","Hotel Occupancy Rate"
2007," Aug","New Brunswick"," 81.2%","Hotel Occupancy Rate"
2007," Aug","Nova Scotia"," 80.5%","Hotel Occupancy Rate"
2007," Aug","Ontario"," 73.4%","Hotel Occupancy Rate"
2007," Aug","Quebec"," 78.1%","Hotel Occupancy Rate"
2007," Aug","Saskatchewan"," 75.1%","Hotel Occupancy Rate"
2007," Aug","Newfoundland"," 84%","Hotel Occupancy Rate"
2007," Sep","Canada"," 75.1%","Hotel Occupancy Rate"
2007," Sep","British Columbia"," 76.9%","Hotel Occupancy Rate"
2007," Sep","Manitoba"," 68.3%","Hotel Occupancy Rate"
2007," Sep","New Brunswick"," 71.1%","Hotel Occupancy Rate"
2007," Sep","Nova Scotia"," 82.5%","Hotel Occupancy Rate"
2007," Sep","Ontario"," 73.7%","Hotel Occupancy Rate"
2007," Sep","Quebec"," 74.8%","Hotel Occupancy Rate"
2007," Sep","Saskatchewan"," 75.6%","Hotel Occupancy Rate"
2007," Sep","Newfoundland"," 79.4%","Hotel Occupancy Rate"
2007," Oct","Canada"," 68.6%","Hotel Occupancy Rate"
2007," Oct","British Columbia"," 65.2%","Hotel Occupancy Rate"
2007," Oct","Manitoba"," 70.8%","Hotel Occupancy Rate"
2007," Oct","New Brunswick"," 62.9%","Hotel Occupancy Rate"
2007," Oct","Nova Scotia"," 72.9%","Hotel Occupancy Rate"
2007," Oct","Ontario"," 67.8%","Hotel Occupancy Rate"
2007," Oct","Quebec"," 69.1%","Hotel Occupancy Rate"
2007," Oct","Saskatchewan"," 74.8%","Hotel Occupancy Rate"
2007," Oct","Newfoundland"," 73.6%","Hotel Occupancy Rate"
2007," Nov","Canada"," 62.3%","Hotel Occupancy Rate"
2007," Nov","British Columbia"," 55.6%","Hotel Occupancy Rate"
2007," Nov","Manitoba"," 68.7%","Hotel Occupancy Rate"
2007," Nov","New Brunswick"," 54.3%","Hotel Occupancy Rate"
2007," Nov","Nova Scotia"," 60.3%","Hotel Occupancy Rate"
2007," Nov","Ontario"," 62.8%","Hotel Occupancy Rate"
2007," Nov","Quebec"," 58.8%","Hotel Occupancy Rate"
2007," Nov","Saskatchewan"," 76.6%","Hotel Occupancy Rate"
2007," Nov","Newfoundland"," 65%","Hotel Occupancy Rate"
2007," Dec","Canada"," 47.9%","Hotel Occupancy Rate"
2007," Dec","British Columbia"," 49.3%","Hotel Occupancy Rate"
2007," Dec","Manitoba"," 53.5%","Hotel Occupancy Rate"
2007," Dec","New Brunswick"," 61%","Hotel Occupancy Rate"
2007," Dec","Nova Scotia"," 65.1%","Hotel Occupancy Rate"
2007," Dec","Ontario"," 62.5%","Hotel Occupancy Rate"
2007," Dec","Quebec"," 62.9%","Hotel Occupancy Rate"
2007," Dec","Saskatchewan"," 54.9%","Hotel Occupancy Rate"
2007," Dec","Newfoundland"," 63.5%","Hotel Occupancy Rate"
2008," Jan","Canada"," 50.2%","Hotel Occupancy Rate"
2008," Jan","British Columbia"," 51.4%","Hotel Occupancy Rate"
2008," Jan","Manitoba"," 56.8%","Hotel Occupancy Rate"
2008," Jan","New Brunswick"," 42.8%","Hotel Occupancy Rate"
2008," Jan","Nova Scotia"," 42.8%","Hotel Occupancy Rate"
2008," Jan","Ontario"," 48.7%","Hotel Occupancy Rate"
2008," Jan","Quebec"," 45.8%","Hotel Occupancy Rate"
2008," Jan","Saskatchewan"," 59.8%","Hotel Occupancy Rate"
2008," Jan","Newfoundland"," 42.5%","Hotel Occupancy Rate"
2008," Feb","Canada"," 59.7%","Hotel Occupancy Rate"
2008," Feb","British Columbia"," 62.1%","Hotel Occupancy Rate"
2008," Feb","Manitoba"," 66.6%","Hotel Occupancy Rate"
2008," Feb","New Brunswick"," 55.4%","Hotel Occupancy Rate"
2008," Feb","Nova Scotia"," 53.5%","Hotel Occupancy Rate"
2008," Feb","Ontario"," 56.4%","Hotel Occupancy Rate"
2008," Feb","Quebec"," 58%","Hotel Occupancy Rate"
2008," Feb","Saskatchewan"," 69.4%","Hotel Occupancy Rate"
2008," Feb","Newfoundland"," 51.8%","Hotel Occupancy Rate"
2008," Mar","Canada"," 59%","Hotel Occupancy Rate"
2008," Mar","British Columbia"," 63.5%","Hotel Occupancy Rate"
2008," Mar","Manitoba"," 67%","Hotel Occupancy Rate"
2008," Mar","New Brunswick"," 54.1%","Hotel Occupancy Rate"
2008," Mar","Nova Scotia"," 57.3%","Hotel Occupancy Rate"
2008," Mar","Ontario"," 54.2%","Hotel Occupancy Rate"
2008," Mar","Quebec"," 53.8%","Hotel Occupancy Rate"
2008," Mar","Saskatchewan"," 70.9%","Hotel Occupancy Rate"
2008," Mar","Newfoundland"," 52%","Hotel Occupancy Rate"
2008," Apr","Canada"," 62.5%","Hotel Occupancy Rate"
2008," Apr","British Columbia"," 64.9%","Hotel Occupancy Rate"
2008," Apr","Manitoba"," 67%","Hotel Occupancy Rate"
2008," Apr","New Brunswick"," 58.5%","Hotel Occupancy Rate"
2008," Apr","Nova Scotia"," 62.6%","Hotel Occupancy Rate"
2008," Apr","Ontario"," 60%","Hotel Occupancy Rate"
2008," Apr","Quebec"," 58.2%","Hotel Occupancy Rate"
2008," Apr","Saskatchewan"," 71.8%","Hotel Occupancy Rate"
