"","Dimension_Name","Dimension_Category","Tab","Measure","Year","Value"
"197","Prince Edward Island","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2013","NA"
"198","Prince Edward Island","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2014","NA"
"199","Prince Edward Island","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2015","NA"
"200","Prince Edward Island","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2016","NA"
"201","Prince Edward Island","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2017","NA"
"202","Prince Edward Island","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2018","NA"
"203","Prince Edward Island","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2019","NA"
"204","Prince Edward Island","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2020","NA"
"205","Nova Scotia","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2009","NA"
"206","Nova Scotia","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2010","NA"
"207","Nova Scotia","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2011","NA"
"208","Nova Scotia","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2012","NA"
"209","Nova Scotia","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2013","NA"
"210","Nova Scotia","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2014","NA"
"211","Nova Scotia","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2015","NA"
"212","Nova Scotia","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2016","NA"
"213","Nova Scotia","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2017","NA"
"214","Nova Scotia","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2018","NA"
"215","Nova Scotia","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2019","NA"
"216","Nova Scotia","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2020","NA"
"217","New Brunswick","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2009","NA"
"218","New Brunswick","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2010","NA"
"219","New Brunswick","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2011","NA"
"220","New Brunswick","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2012","NA"
"221","New Brunswick","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2013","NA"
"222","New Brunswick","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2014","NA"
"223","New Brunswick","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2015","NA"
"224","New Brunswick","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2016","NA"
"225","New Brunswick","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2017","NA"
"226","New Brunswick","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2018","NA"
"227","New Brunswick","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2019","NA"
"228","New Brunswick","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2020","NA"
"229","Quebec","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2009","NA"
"230","Quebec","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2010","NA"
"231","Quebec","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2011","NA"
"232","Quebec","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2012","NA"
"233","Quebec","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2013","NA"
"234","Quebec","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2014","NA"
"235","Quebec","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2015","NA"
"236","Quebec","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2016","NA"
"237","Quebec","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2017","NA"
"238","Quebec","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2018","NA"
"239","Quebec","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2019","NA"
"240","Quebec","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2020","NA"
"241","Ontario","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2009","NA"
"242","Ontario","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2010","NA"
"243","Ontario","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2011","NA"
"244","Ontario","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2012","NA"
"245","Ontario","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2013","NA"
"246","Ontario","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2014","NA"
"247","Ontario","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2015","NA"
"248","Ontario","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2016","NA"
"249","Ontario","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2017","NA"
"250","Ontario","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2018","NA"
"251","Ontario","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2019","NA"
"252","Ontario","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2020","NA"
"253","Manitoba","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2009","NA"
"254","Manitoba","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2010","NA"
"255","Manitoba","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2011","NA"
"256","Manitoba","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2012","NA"
"257","Manitoba","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2013","NA"
"258","Manitoba","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2014","NA"
"259","Manitoba","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2015","NA"
"260","Manitoba","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2016","NA"
"261","Manitoba","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2017","NA"
"262","Manitoba","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2018","NA"
"263","Manitoba","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2019","NA"
"264","Manitoba","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2020","NA"
"265","Saskatchewan","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2009","NA"
"266","Saskatchewan","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2010","NA"
"267","Saskatchewan","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2011","NA"
"268","Saskatchewan","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2012","NA"
"269","Saskatchewan","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2013","NA"
"270","Saskatchewan","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2014","NA"
"271","Saskatchewan","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2015","NA"
"272","Saskatchewan","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2016","NA"
"273","Saskatchewan","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2017","NA"
"274","Saskatchewan","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2018","NA"
"275","Saskatchewan","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2019","NA"
"276","Saskatchewan","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2020","NA"
"277","Alberta","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2009","NA"
"278","Alberta","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2010","NA"
"279","Alberta","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2011","NA"
"280","Alberta","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2012","NA"
"281","Alberta","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2013","NA"
"282","Alberta","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2014","NA"
"283","Alberta","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2015","NA"
"284","Alberta","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2016","NA"
"285","Alberta","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2017","NA"
"286","Alberta","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2018","NA"
"287","Alberta","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2019","NA"
"288","Alberta","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2020","NA"
"289","British Columbia","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2009","NA"
"290","British Columbia","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2010","NA"
"291","British Columbia","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2011","NA"
"292","British Columbia","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2012","NA"
"293","British Columbia","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2013","NA"
"294","British Columbia","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2014","NA"
"295","British Columbia","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2015","NA"
"296","British Columbia","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2016","NA"
"297","British Columbia","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2017","NA"
"298","British Columbia","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2018","NA"
"299","British Columbia","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2019","NA"
"300","British Columbia","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2020","NA"
"301","Yukon","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2009","NA"
"302","Yukon","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2010","NA"
"303","Yukon","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2011","NA"
"304","Yukon","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2012","NA"
"305","Yukon","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2013","NA"
"306","Yukon","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2014","NA"
"307","Yukon","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2015","NA"
"308","Yukon","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2016","NA"
"309","Yukon","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2017","NA"
"310","Yukon","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2018","NA"
"311","Yukon","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2019","NA"
"312","Yukon","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2020","NA"
"313","Northwest Territories","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2009","NA"
"314","Northwest Territories","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2010","NA"
"315","Northwest Territories","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2011","NA"
"316","Northwest Territories","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2012","NA"
"317","Northwest Territories","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2013","NA"
"318","Northwest Territories","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2014","NA"
"319","Northwest Territories","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2015","NA"
"320","Northwest Territories","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2016","NA"
"321","Northwest Territories","Geography","Energy Consumption","Energy consumption (Terajoules), by geography","2017","NA"
